id,checkoutyear,bibnumber,itembarcode,itemtype,collection,callnumber,itemtitle,subjects,checkoutdatetime
202301011638000010100599546,2023,3493484,0010100599546,acbk,cafic,FIC HURWITZ 2020,Into the fire,"Assassins Fiction, Hackers Fiction, Money laundering Fiction, Vigilantes Fiction, Action and adventure fiction, Thrillers Fiction, Smoak Evan Fictitious character Fiction",2023-01-01T16:38:00.000
202301021532000010080388456,2023,2749692,0010080388456,acbk,nycomic,YA 741.5971 H5293F 2012,Friends with boys,"Ghosts Comic books strips etc, High schools Comic books strips etc, Brothers and sisters Comic books strips etc, Schools Comic books strips etc, Interpersonal relations Comic books strips etc, Graphic novels",2023-01-02T15:32:00.000
202301021222000010096150601,2023,3459233,0010096150601,acbk,cyfic,YA BANGHAR 2019,Queen of ruin,"Fantasy, Sisters Fiction, Sex role Fiction, Revolutions Fiction, Womens rights Fiction, Young adult fiction, Fantasy fiction",2023-01-02T12:22:00.000
202301021407000010088580617,2023,3156916,0010088580617,acbk,nafic,FIC LOIGMAN 2016,two family house,"Historical fiction, Jewish fiction, Sisters Fiction, Domestic fiction, Brooklyn New York N Y Social life and customs 20th century Fiction",2023-01-02T14:07:00.000
202301021427000010103944889,2023,3675350,0010103944889,acbk,nanf,304.20916 W6712H 2021,Homewaters a human and natural history of Puget Sound,"Natural history Washington State Puget Sound Region, Nature Effect of human beings on Washington State Puget Sound Region, Puget Sound Region Wash History Local, Puget Sound Region Wash Environmental conditions, Human ecology Washington State Puget Sound Region",2023-01-02T14:27:00.000
202301021513000010104632335,2023,3739096,0010104632335,acbk,nafic,FIC FOLEY 2022,Paris apartment a novel,"Suspense fiction, Brothers Fiction, Apartment houses Fiction, Missing persons Fiction, Paris France Fiction, Detective and mystery fiction, Psychological fiction, Thrillers Fiction, Novels",2023-01-02T15:13:00.000
202301021217000010088156038,2023,2357135,0010088156038,acbk,nanf,632.9 C2395S 2002,Silent spring,"Pesticides Environmental aspects, Insect pests Biological control, Pesticides and wildlife, Pesticides Toxicology",2023-01-02T12:17:00.000
202301021733000010107655598,2023,3788929,0010107655598,acbk,nyfic,YA ERNSHAW 2022,Long live the Pumpkin Queen,"Halloween Juvenile fiction, Dreams Juvenile fiction, Young adult fiction, Queens Juvenile fiction, Horror fiction, Fantasy fiction, Novels",2023-01-02T17:33:00.000
202301021220000010105824501,2023,3820150,0010105824501,acbk,nynf,YA 794.8 K6311 2020,Kirby art style collection,"Video games in art, Nintendo video games Collectibles, Kirby Fictitious character Collectibles",2023-01-02T12:20:00.000
202301021629000010104545735,2023,3734127,0010104545735,acbk,nanf,779.93042 W8321N 2021,Night on earth,"Photography Artistic, Wolfe Art, Photobooks, Night Pictorial works",2023-01-02T16:29:00.000
202301021231000010101662731,2023,3595613,0010101662731,acbk,nafic,FIC WALTER 2020,cold millions a novel,"Brothers Fiction, Working class Fiction, Social conflict Fiction, United States History 20th century Fiction, Historical fiction, Day laborers Fiction",2023-01-02T12:31:00.000
202301021054000010105460405,2023,3810755,0010105460405,acbk,cafic,FIC MILLET 2022,Dinosaurs a novel,"Friendship Fiction, Phoenix Ariz Fiction, Neighbors Fiction, Walking Fiction, Psychological fiction, Novels",2023-01-02T10:54:00.000
202301021255000010100044337,2023,3518977,0010100044337,acbk,nafic,FIC ROLLINS 2020,last odyssey a thriller,"Mythology Greek Fiction, Scientists Fiction, Special operations Military science Fiction, Greenland Fiction, Special forces Military science Fiction, Antiquities Fiction, Scientific expeditions Fiction, Weapons Ancient Fiction, Action and adventure fiction, Thrillers Fiction",2023-01-02T12:55:00.000
202301021227000010106002297,2023,3777448,0010106002297,acbk,nafic,FIC COLEMAN 2022,Good morning love,"New York N Y Fiction, Man woman relationships Fiction, African American musicians Fiction, Musicians Fiction, Lyricists Fiction, Romance fiction",2023-01-02T12:27:00.000
202301021455000010096890875,2023,3449490,0010096890875,acbk,nafic,FIC VAYDEN 2019,Escaping his grace,"Regency fiction, Scotland Fiction, Aristocracy Social class Fiction, London England History 1800 1950 Fiction, Romance fiction, Historical fiction",2023-01-02T14:55:00.000
202301021159000010105779713,2023,3793465,0010105779713,acbk,nafic,FIC KORELIT 2022,latecomer,"Rich people Fiction, Dysfunctional families Fiction, Brothers and sisters Fiction, Triplets Fiction, Fertilization in vitro Human Fiction, Domestic fiction, Bildungsromans",2023-01-02T11:59:00.000
202301021447000010086119855,2023,3102413,0010086119855,acbk,canf,745.531 Su533L 2015,LeatherCrafted a simple guide to creating unconventional leather goods,Leatherwork,2023-01-02T14:47:00.000
202301021358000010101320074,2023,3601726,0010101320074,acbk,nanf,641.5973 B424L 2020,Local dirt seasonal recipes for eating close to home,"Cooking Natural foods, Cooking American, Seasonal cooking, Cookbooks, Recipes",2023-01-02T13:58:00.000
202301021551000010100259307,2023,3523424,0010100259307,acbk,cycomic,YA 741.5973 Z81B01 2020,Black Panther and the Agents of Wakanda Vol 1 Eye of the storm,"Survival Comic books strips etc, Superheroes Comic books strips etc, Graphic novels, Comics Graphic works, Science fiction comics, Superhero comics, Black Panther Fictitious character Comic books strips etc, Van Dyne Janet Fictitious character Comic books strips etc",2023-01-02T15:51:00.000
202301021430000010105351935,2023,3810758,0010105351935,acbk,cafic,FIC MCCRACK 2022,hero of this book a novel,"London England Fiction, Parents Death Fiction, Mother and child Fiction, Novels",2023-01-02T14:30:00.000
202301021605000010105150964,2023,3810754,0010105150964,acbk,nafic,FIC TRAN 2022,Daughters of the new year a novel,"Sisters Fiction, Vietnamese Americans Fiction, Children of immigrants Fiction, Fate and fatalism Fiction, Zodiac Fiction, Family secrets Fiction, Families Fiction, Domestic fiction, Historical fiction, Novels",2023-01-02T16:05:00.000
202301021527000010074205815,2023,2683702,0010074205815,acbk,canf,782.42164 B6926B 2007,White bicycles making music in the 1960s,"Popular music 1961 1970, Sound recording executives and producers United States Biography, Boyd Joe 1942",2023-01-02T15:27:00.000
202301021445000010104208508,2023,3809055,0010104208508,acbk,canew,641.59764 B4808 2022,big Texas cookbook,"Cooking American Southwestern style, Cooking Texas, Cookbooks",2023-01-02T14:45:00.000
202301021324000010106600744,2023,3305439,0010106600744,acbk,namys,MYSTERY WHISHAW 2017,old cold grave a Lane Winslow mystery,"Murder Investigation Fiction, Women intelligence officers Fiction, British Columbia Fiction, Detective and mystery fiction, Historical fiction",2023-01-02T13:24:00.000
202301021728000010103565973,2023,3614492,0010103565973,acbk,canf,615.7828 N96D 2020,Drink the new science of alcohol your health,"Controlled drinking, Alcohol Physiological effect, Alcohol Social aspects",2023-01-02T17:28:00.000
202301021700000010105450497,2023,3817152,0010105450497,acbk,namys,MYSTERY MANANSALA 2022,Blackmail and bibingka,"Murder Fiction, Restaurants Fiction, Filipino Americans Fiction, Wineries Fiction, Families Fiction, Detective and mystery fiction, Christmas fiction, Cozy mysteries",2023-01-02T17:00:00.000
202301021721000010101088622,2023,3516396,0010101088622,acbk,nanf,641.5636 OL44U 2020,Ultimate veg easy delicious meals for everyone,"Cooking Vegetables, Vegetarian cooking, Cookbooks",2023-01-02T17:21:00.000
202301021506000010104686869,2023,3756491,0010104686869,acbk,nasf,SCI-FIC HERBERT 2020,Children of Dune,"Science fiction, Twins Fiction, Imaginary wars and battles Fiction, Missing persons Fiction, Life on other planets Fiction, Dune Imaginary place Fiction, Prophecy Fiction, Precognition Fiction, Science fiction, Novels",2023-01-02T15:06:00.000
202301021454000010106020406,2023,3800499,0010106020406,acbk,canew,910.01 D711D 2022,river you touch making a life on moving water,"Rivers, Home, Dombrowski Chris 1976",2023-01-02T14:54:00.000
202301021710000010077572484,2023,2865450,0010077572484,acbk,canf,791.457 R8342S 2013,Star Trek the visual dictionary the ultimate guide to characters aliens and technology,"Star trek the next generation Television program, Star trek Voyager Television program, Star trek Deep Space Nine Television program, Star trek Enterprise Television program, Science fiction films, Science fiction television programs",2023-01-02T17:10:00.000
202301021453000010082328294,2023,2992418,0010082328294,acbk,camys,MYSTERY ADAMS 2014,Pecan pies and homicides,"Mystery fiction, Magic Fiction, Arson Fiction, Pies Fiction, Bakeries Fiction, Bakers Fiction",2023-01-02T14:53:00.000
202301021143000010105268550,2023,3758336,0010105268550,acbk,nafic,FIC GARMUS 2022,Lessons in chemistry,"Sex role Fiction, Single mothers Fiction, Women scientists Fiction, Nineteen sixties Fiction, Television cooking shows Fiction, Historical fiction",2023-01-02T11:43:00.000
202301021109000010105839665,2023,3824278,0010105839665,acbk,nanf,811.6 P8101W 2023,Wound is the origin of wonder poems,"Poetry, Poetry",2023-01-02T11:09:00.000
202301021807000010084523728,2023,3065346,0010084523728,acbk,nanf,152.41 R7238B 2015,book of love improvisations on a crazy little thing,Love,2023-01-02T18:07:00.000
202301021500000010101372364,2023,3599549,0010101372364,acbk,canf,152.46 L2216W 2020,Welcome to the United States of Anxiety observations from a reforming neurotic,"Humorous stories American, Self actualization Psychology Popular works, Autobiographies, Humor, Self help publications, Bad news Social aspects United States Popular works, Fear Social aspects United States Popular works, Internet Social aspects United States Popular works, Journalism Social aspects United States Popular works, Quality of life United States Popular works, Self esteem United States Popular works, Self perception United States Popular works, Shame Social aspects United States Popular works, Social pressure Popular works, Social psychology United States Popular works, Stress management United States Popular works, Stress Physiology United States Popular works",2023-01-02T15:00:00.000
202301021527000010107706052,2023,2871169,0010107706052,acbk,nanf,158.1 Y856R 1994,Reinventing your life the breakthrough program to end negative behavior and feel great again,"Self defeating behavior, Self management Psychology",2023-01-02T15:27:00.000
202301021315000010100061927,2023,3484942,0010100061927,acbk,nanf,158.1 G1654B 2019,book of ichigo ichie the art of making the most of every moment the Japanese way,"Conduct of life, Happiness, Quality of life, Japan Social life and customs, Mindfulness Psychology, Self help publications",2023-01-02T13:15:00.000
202301021434000010101435278,2023,3493280,0010101435278,acbk,nanf,979.7772 W3696 2019,We lived here stories of Seattles Central Area,Central District Seattle Wash History,2023-01-02T14:34:00.000
202301021502000010101127214,2023,3484941,0010101127214,acbk,canf,158.1 C8684B 2019,Big dreams daily joys set goals get things done make time for what matters,"Motivation Psychology, Goal Psychology",2023-01-02T15:02:00.000
202301021111000010090565390,2023,3244172,0010090565390,acbk,nanf,612.8 Sa68B 2017,Behave the biology of humans at our best and worst,"Animal behavior, Neurophysiology, Neurobiology",2023-01-02T11:11:00.000
202301021050000010107986860,2023,3236954,0010107986860,acbk,nasf,SCI-FIC SANDERS 2015,Elantris,"Princes Fiction, Princesses Fiction, Blessing and cursing Fiction, City and town life Fiction, Fantasy fiction",2023-01-02T10:50:00.000
202301021431000010090660126,2023,3268865,0010090660126,acbk,canf,363.1 C556W 2017,Warnings finding Cassandras to stop catastrophes,"Emergency management, Warnings, Risk communication, Disasters Forecasting",2023-01-02T14:31:00.000
202301021359000010100928273,2023,3493592,0010100928273,acbk,nanf,364.1523 OL82i 2019,If you tell a true story of murder family secrets and the unbreakable bond of sisterhood,"True crime stories, Sisters Washington State Raymond Case studies, Child abuse Washington State Raymond Case studies, Murder Washington State Raymond Case studies, Psychological abuse Washington State Raymond Case studies",2023-01-02T13:59:00.000
202301021334000010102986436,2023,2392452,0010102986436,acbk,nacomic,741.59489 J2679M01 2006,Moomin the complete Tove Jansson comic strip Volume one,"Comic books strips etc, Moomins Fictitious characters Comic books strips etc",2023-01-02T13:34:00.000
202301021531000010105589658,2023,3771058,0010105589658,acbk,nafic,FIC DITLEVSEN 2022,faces,"Mental illness Fiction, Authors Fiction, Mothers Fiction, Copenhagen Denmark Fiction, Domestic fiction, Psychological fiction, Novels, Mental illness Denmark Fiction",2023-01-02T15:31:00.000
202301021329000010103694807,2023,3717336,0010103694807,acbk,nanf,909.04924 H7831P 2021,People love dead Jews reports from a haunted present,"Jews Public opinion, Jews History, Antisemitism History, Horn Dara 1977, Jews Persecutions Public opinion, Death Political aspects",2023-01-02T13:29:00.000
202301021429000010105791411,2023,3817751,0010105791411,acbk,nanf,613.7176 St18W 2022,Walk slow down wake up and connect at 1 3 miles per hour,"Walking Health aspects, Walking Psychological aspects, Walking Philosophy",2023-01-02T14:29:00.000
202301021210000010104280663,2023,3680304,0010104280663,acbk,nafic,FIC WEINER 2021,That summer a novel,"Mothers and daughters Fiction, Middle aged women Fiction, Female friendship Fiction, Rape victims Fiction, Cape Cod Mass Fiction, Electronic mail messages Fiction, Domestic fiction, Novels",2023-01-02T12:10:00.000
202301021932000010079858378,2023,2739784,0010079858378,acbk,nafic,FIC GARCIA 2003,Chronicle of a death foretold a novel,"Murder Fiction, Revenge Fiction, Death Fiction, Colombia Fiction, Honor Fiction, Domestic fiction",2023-01-02T19:32:00.000
202301021221000010102069050,2023,3756593,0010102069050,acbk,namys,MYSTERY YOUNG 2022,fields,"Mystery fiction, Conspiracies Fiction, Policewomen Fiction, Murder Investigation Fiction, Agricultural industries Fiction, Detective and mystery fiction, Thrillers Fiction",2023-01-02T12:21:00.000
202301021706000010099611096,2023,3480967,0010099611096,acbk,nanf,915.93044 T3263 2019,Thailand,Thailand Guidebooks,2023-01-02T17:06:00.000
202301021438000010073177445,2023,2287030,0010073177445,acbk,canf,306.87209 W312W 2005,Losing the garden the story of a marriage,"Vermont Biography, Waterman Laura Marriage, Waterman Guy Marriage, Mountaineers Vermont Biography, Suicide victims White Mountains N H and Me Biography, Outdoor life Vermont",2023-01-02T14:38:00.000
202301021440000010095298450,2023,3446341,0010095298450,acbk,nanf,910.202 B4808 2019,big trip your essential guide to gap years sabbaticals and overseas adventures,"Employment in foreign countries, Students Travel, Temporary employment, Travel Guidebooks, Travel Handbooks manuals etc, Students Employment, Adventure travel Guidebooks, Gap years, Young adults Travel Guidebooks, Young adults Employment Foreign countries Guidebooks",2023-01-02T14:40:00.000
202301021113000010102358594,2023,3666737,0010102358594,acbk,namys,MYSTERY BENNETT 2021,Windsor knot a novel,"Biographical fiction, Mystery fiction, Elizabeth II Queen of Great Britain 1926 Fiction, Russians Great Britain Fiction, Windsor Castle Fiction, Nigerians Great Britain Fiction, Fiction, Detective and mystery fiction, Biographical fiction",2023-01-02T11:13:00.000
202301021215000010102960910,2023,3614598,0010102960910,acbk,nyfic,YA BLACK 2020,How the king of Elfhame learned to hate stories,"Science fiction, Fantasy, Young adult fiction, Kings queens rulers etc Fiction, Storytelling Fiction, Kings and rulers Fiction, Fairies Fiction, Trolls Fiction, Fantasy fiction, Novels, Young adult fiction",2023-01-02T12:15:00.000
202301021525000010105234081,2023,3792949,0010105234081,acbk,nanf,641.5 F4176F 2012,4 hour chef the simple path to cooking like a pro learning anything and living the good life,"Cooking, Cookbooks",2023-01-02T15:25:00.000
202301021504000010088694046,2023,3164251,0010088694046,acbk,cafic,FIC SWEENEY 2016,Opportunity knocks a novel,"Man woman relationships Fiction, California Fiction, Makeup artists Fiction",2023-01-02T15:04:00.000
202301021126000010089531973,2023,3220180,0010089531973,acbk,cafic,FIC LAURENS 2016,Lord of the privateers,"Regency fiction, Ship captains Fiction, Romance fiction",2023-01-02T11:26:00.000
202301021707000010103261821,2023,2166943,0010103261821,acbk,nafic,FIC MURAKAM,wild sheep chase,"Sheep Fiction, Humorous fiction, Allegories",2023-01-02T17:07:00.000
202301021318000010105583263,2023,3748829,0010105583263,acbk,cafic,FIC STUART 2022,Young Mungo a novel,"First loves Fiction, Children of alcoholics Fiction, Glasgow Scotland Fiction, Gay teenagers Fiction, Bildungsromans, Gay fiction, Working class families Scotland Glasgow Fiction, FICTION Friendship, FICTION Literary, FICTION LGBTQ Gay",2023-01-02T13:18:00.000
202301021330000010085757143,2023,3111523,0010085757143,acbk,cyfic,YA ALENDER,dead girls of Hysteria Hall,"Ghosts Fiction, Horror stories, Family life Fiction, Secrets Fiction, Sisters Juvenile fiction, Haunted houses Juvenile fiction, Secrecy Juvenile fiction, Families Pennsylvania Juvenile fiction, Asylums Juvenile fiction, Psychiatric hospitals Fiction",2023-01-02T13:30:00.000
202301021356000010102396438,2023,3729902,0010102396438,acbk,canf,155.4182 G5787T 2021,Tenacity in children nurturing the seven instincts for lifetime success,"Resilience Personality trait in children, Child rearing, Success in children, Optimism in children",2023-01-02T13:56:00.000
202301021645000010105975717,2023,3790613,0010105975717,acbk,cafic,FIC BOFANE 2022,Casablanca story,"Fiction, Novels, Casablanca Morocco Social conditions Fiction",2023-01-02T16:45:00.000
202301021630000010104464804,2023,3751722,0010104464804,acbk,casf,SCI-FIC MIHALIK 2022,Hunt the stars a novel,"Science fiction, Man woman relationships Fiction, Interplanetary voyages Fiction, Bounty hunters Fiction, Romance fiction, Science fiction, Space operas Fiction",2023-01-02T16:30:00.000
202301021631000010052601480,2023,2354432,0010052601480,acbk,canf,335.00923 M58264F 2005,fire in their hearts Yiddish socialists in New York,"New York N Y Ethnic relations, Jewish socialists New York State New York History 19th century, Jewish socialists New York State New York History 20th century, Yiddish language Social aspects New York State New York, Jews East European New York State New York History, Working class Jews New York State New York History, Labor movement New York State New York History, Immigrants Political activity New York State New York",2023-01-02T16:31:00.000
202301021445000010107182551,2023,3787886,0010107182551,acbk,naaanf,745.59221 J767M 2022,My pretty brown doll crochet patterns for a doll that looks like you,"Dollmaking, Soft toy making Patterns, Crocheting Patterns, Instructional and educational works, African American women in art, Patterns Instructional works, CRAFTS HOBBIES Needlework Crocheting, CRAFTS HOBBIES Dolls Doll Clothing, CRAFTS HOBBIES Fiber Arts Textiles",2023-01-02T14:45:00.000
202301021357000010102128237,2023,3781946,0010102128237,acbk,nanf,641.5954 G7476T 2021,Thali,"Cooking Indic, Cookbooks",2023-01-02T13:57:00.000
202301021648000010107974106,2023,3813313,0010107974106,acbk,cafic,FIC STRONG 2022,Flight a novel,"Mothers and daughters Fiction, Mothers Death Fiction, Families New York State Fiction, Estates Law Fiction, Domestic fiction, Novels, Christmas fiction, Siblings Fiction",2023-01-02T16:48:00.000
202301021412000010081411836,2023,2986377,0010081411836,acbk,canf,616.12042 B194B 2014,Beat the heart attack gene a revolutionary plan to prevent heart disease stroke and diabetes,"Heart Diseases Treatment, Genetic screening, Heart Diseases Genetic aspects, Cardiological manifestations of general diseases, Heart cells",2023-01-02T14:12:00.000
202301021403000010105985815,2023,3764130,0010105985815,acbk,canf,303.483 Sm42H 2022,How the world really works the science behind how we got here and where were going,"Science and civilization, Technology and civilization, Science Social aspects, Technological innovations Social aspects",2023-01-02T14:03:00.000
202301021441000010101579984,2023,3521196,0010101579984,acbk,nanf,641.50922 Sz12H 2020,How to feed a dictator Saddam Hussein Idi Amin Enver Hoxha Fidel Castro and Pol Pot through the eyes of their cooks,"Cooks Biography, Dictators Biography, Biographies",2023-01-02T14:41:00.000
202301021044000010105606197,2023,3802431,0010105606197,acbk,canf,320.51 F9559L 2022,Liberalism and its discontents,"Right and left Political science, Liberalism, Instructional and educational works",2023-01-02T10:44:00.000
202301021514000010105789654,2023,3737249,0010105789654,acbk,nanf,641.82 C5488D 2022,Dinner in one exceptional easy one pan meals,"Cooking Equipment and supplies, One dish meals, Quick and easy cooking, Cookbooks, Smart cookers, Recipes",2023-01-02T15:14:00.000
202301021223000010105207293,2023,3788114,0010105207293,acbk,nafic,FIC MORENO- 2022,daughter of Doctor Moreau a novel,"Animal experimentation Fiction, Fathers and daughters Fiction, Mexico Fiction, Scientists Fiction, Family secrets Fiction, Horror fiction, Science fiction, Historical fiction, Novels, Gothic fiction",2023-01-02T12:23:00.000
202301021551000010077103173,2023,2841847,0010077103173,acbk,canf,973.3 M1908T 2012,Taxes the Tea Party and those revolting rebels a comics history of the American Revolution,"Comic books strips etc United States, Comic books strips etc, United States History Revolution 1775 1783 Comic books strips etc, Taxation Comic books strips etc, Boston Tea Party Boston Mass 1773 Comic books strips etc, Graphic novels, Nonfiction comics",2023-01-02T15:51:00.000
202301021056000010094611281,2023,3010908,0010094611281,acbk,nab,B An438A 2002,I know why the caged bird sings,"Authors American 20th century Biography, African American authors Biography, Entertainers United States Biography, Arkansas Social life and customs, African American families Arkansas, Angelou Maya Childhood and youth, Authors American Homes and haunts Arkansas, Arkansas Intellectual life 20th century, Angelou Maya Homes and haunts Arkansas",2023-01-02T10:56:00.000
202301021301000010001673580,2023,159024,0010001673580,acbk,cs7,541.345 B712Sd,Soap bubbles their colours and the forces which mold them,"Surface tension, Bubbles",2023-01-02T13:01:00.000
202301021236000010106666968,2023,3813825,0010106666968,acbk,nanf,641.5945 B4399P 2022,Pasta grannies Comfort cooking,"Cooking Italian, Cooking Pasta, Cookbooks, Anecdotes",2023-01-02T12:36:00.000
202301021514000010101823663,2023,2518461,0010101823663,acbk,cyfic,YA MEYER,Breaking dawn,"Schools Fiction, Werewolves Juvenile fiction, Vampires Juvenile fiction, High schools Juvenile fiction, Interpersonal relations Juvenile fiction, Washington State Juvenile fiction",2023-01-02T15:14:00.000
202301021456000010104958334,2023,3642524,0010104958334,acbk,nanf,796.34209 K5805K 2021,All in an autobiography,"King Billie Jean, Tennis players United States Biography, Lesbians United States Biography, Women tennis players United States Biography, Biographies, Autobiographies",2023-01-02T14:56:00.000
202301021403000010096756738,2023,2711000,0010096756738,acbk,nanf,641.65 Ot89P 2011,Plenty vibrant vegetable recipes from Londons Ottolenghi,"Cooking Vegetables, Vegetarian cooking, Cookbooks",2023-01-02T14:03:00.000
202301021545000010100385920,2023,3596682,0010100385920,acbk,nafic,FIC YU 2020,Tokyo Ueno station,"Ghost stories, Tokyo Japan Fiction, Ghost stories, Japan Social conditions 21st century Fiction, Homeless persons Japan Fiction, Working class Japan Fiction, Parks Japan Tokyo Fiction, Ueno Koen Tokyo Japan Fiction",2023-01-02T15:45:00.000
202301021130000010090988956,2023,3202309,0010090988956,acbk,canf,616.85227 Un24 2017,Understanding OCD a guide for parents and professionals,"Obsessive compulsive disorder Treatment, Obsessive compulsive disorder Diagnosis",2023-01-02T11:30:00.000
202301021805000010085123502,2023,3106134,0010085123502,acbk,nyfic,YA CAINE,Ink and bone,"Fantasy, Books Juvenile fiction, Libraries Juvenile fiction, Alexandrian Library Juvenile fiction",2023-01-02T18:05:00.000
202301021520000010105839954,2023,3815633,0010105839954,acbk,canew,241.672 K898U 2022,Untrustworthy the knowledge crisis breaking our brains polluting our politics and corrupting Christian community,"Truth Religious aspects Christianity, Christianity and culture United States, Common fallacies, Truthfulness and falsehood Religious aspects Christianity",2023-01-02T15:20:00.000
202301021452000010105343577,2023,3820018,0010105343577,acbk,nalpfic,MYSTERY OSMAN 2022,bullet that missed,"Large type books, England Fiction, Friendship Fiction, Clubs Fiction, Murder Investigation Fiction, Television personalities Fiction, Book clubs Discussion groups Fiction, Retirement communities Fiction, Older people Fiction, Cold cases Criminal investigation Fiction, Detective and mystery fiction",2023-01-02T14:52:00.000
202301021455000010086523155,2023,3144095,0010086523155,acbk,nanf,746.43404 M7789C 2015,Crocheted sea creatures a collection of marine mates to make,"Soft toy making, Crocheting Patterns, Marine animals in art",2023-01-02T14:55:00.000
202301021356000010102378709,2023,3629043,0010102378709,acbk,canf,634.9721 C1685o 2021,oak papers,"Oak History, Oak Social aspects History, Canton James, History, Oak",2023-01-02T13:56:00.000
202301021351000010105454135,2023,3825960,0010105454135,acbk,nanf,940.5403 D382H 2022,Half American the epic story of African Americans fighting World War II at home and abroad,"World War 1939 1945 African Americans, African Americans Civil rights History 20th century, World War 1939 1945 Participation African American, Racism United States History 20th century, United States Race relations History 20th century, World War 1939 1945 Social aspects United States, United States Armed Forces African Americans History 20th century, Race discrimination United States History 20th century, African American soldiers History 20th century, Racism against Black people United States History 20th century",2023-01-02T13:51:00.000
202301021420000010095314646,2023,3637418,0010095314646,acbk,nanf,641.5954 K8975i 2019,Indian ish recipes and antics from a modern American family,"Cooking Indic, Cooking United States, Cookbooks",2023-01-02T14:20:00.000
202301021159000010085053519,2023,3082568,0010085053519,acbk,nanf,781.66 B7286B 2014,BBC Radio 6 Musics alternative jukebox 500 extraordinary tracks that tell the story of alternative music,Alternative rock music History and criticism,2023-01-02T11:59:00.000
202301021706000010103766886,2023,2536811,0010103766886,acbk,canf,641.589 M628o 2008,outdoor Dutch oven cookbook,"Outdoor cooking, Dutch oven cooking",2023-01-02T17:06:00.000
202301021347000010101287000,2023,3599347,0010101287000,acbk,nafic,FIC MCALLISTER 2020,choice,"Suspense fiction, Murder Fiction, Single women Fiction, Decision making Fiction, Psychological fiction, Thrillers Fiction",2023-01-02T13:47:00.000
202301021516000010101884087,2023,3163755,0010101884087,acbk,cyfic,YA MAAS,court of mist and fury,"Fairies Juvenile fiction, Imaginary places Juvenile fiction, Young adult fiction",2023-01-02T15:16:00.000
202301021209000010107485673,2023,2445219,0010107485673,acbk,nafic,FIC RUSHDIE 1997,Moors last sigh,"India Fiction, Families India Fiction, Domestic fiction",2023-01-02T12:09:00.000
